observation_id,N_params_B,D_tokens_B,Q_score,source_file,family
supplementary_NQ_experiment_large_868,12.0,5.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_869,12.0,5.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_870,12.0,5.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_871,12.0,5.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_872,12.0,5.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_873,12.0,5.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_874,12.0,5.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_875,12.0,5.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_876,12.0,5.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_877,12.0,10.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_878,12.0,10.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_879,12.0,10.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_880,12.0,10.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_881,12.0,10.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_882,12.0,10.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_883,12.0,10.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_884,12.0,10.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_885,12.0,10.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_886,12.0,10.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_887,12.0,10.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_888,12.0,10.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_889,12.0,20.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_890,12.0,20.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_891,12.0,20.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_892,12.0,20.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_893,12.0,20.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_894,12.0,20.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_895,12.0,20.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_896,12.0,20.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_897,12.0,20.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_898,12.0,20.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_899,12.0,20.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_900,12.0,20.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_901,12.0,50.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_902,12.0,50.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_903,12.0,50.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_904,12.0,50.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_905,12.0,50.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_906,12.0,50.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_907,12.0,50.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_908,12.0,50.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_909,12.0,50.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_910,12.0,50.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_911,12.0,50.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_912,12.0,50.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_913,12.0,100.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_914,12.0,100.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_915,12.0,100.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_916,12.0,100.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_917,12.0,100.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_918,12.0,100.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_919,12.0,100.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_920,12.0,100.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_921,12.0,100.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_922,12.0,100.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_923,12.0,100.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_924,12.0,100.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_925,12.0,150.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_926,12.0,150.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_927,12.0,150.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_928,12.0,150.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_929,12.0,150.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_930,12.0,150.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_931,12.0,150.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_932,12.0,150.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_933,12.0,150.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_934,12.0,150.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_935,12.0,150.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_936,12.0,150.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_937,12.0,300.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_938,12.0,300.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_939,12.0,300.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_940,12.0,300.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_941,12.0,300.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_942,12.0,300.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_943,12.0,300.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_944,12.0,300.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_945,12.0,300.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_946,12.0,300.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_947,12.0,300.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_948,12.0,300.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_949,12.0,500.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_950,12.0,500.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_951,12.0,500.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_952,12.0,500.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_953,12.0,500.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_954,12.0,500.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_955,12.0,500.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_956,12.0,500.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_957,12.0,500.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_958,12.0,500.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_959,12.0,500.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_960,12.0,500.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_961,12.0,1000.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_962,12.0,1000.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_963,12.0,1000.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_964,12.0,1000.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_965,12.0,1000.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_966,12.0,1000.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_967,12.0,1000.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_968,12.0,1000.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_969,12.0,1000.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_970,12.0,1000.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_971,12.0,1000.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_972,12.0,1000.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_973,12.0,2000.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_974,12.0,2000.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_975,12.0,2000.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_976,12.0,2000.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_977,12.0,2000.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_978,12.0,2000.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_979,12.0,2000.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_980,12.0,2000.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_981,12.0,2000.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_982,12.0,2000.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_983,12.0,2000.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_984,12.0,2000.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_985,20.0,5.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_986,20.0,5.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_987,20.0,5.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_988,20.0,5.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_989,20.0,5.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_990,20.0,5.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_991,20.0,5.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_992,20.0,5.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_993,20.0,5.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_994,20.0,5.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_995,20.0,5.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_996,20.0,5.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_997,20.0,10.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_998,20.0,10.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_999,20.0,10.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1000,20.0,10.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1001,20.0,10.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1002,20.0,10.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1003,20.0,10.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1004,20.0,10.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1005,20.0,10.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1006,20.0,10.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1007,20.0,10.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1008,20.0,10.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1009,20.0,20.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1010,20.0,20.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1011,20.0,20.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1012,20.0,20.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1013,20.0,20.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1014,20.0,20.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1015,20.0,20.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1016,20.0,20.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1017,20.0,20.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1018,20.0,20.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1019,20.0,20.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1020,20.0,20.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1021,20.0,50.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1022,20.0,50.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1023,20.0,50.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1024,20.0,50.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1025,20.0,50.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1026,20.0,50.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1027,20.0,50.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1028,20.0,50.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1029,20.0,50.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1030,20.0,50.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1031,20.0,50.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1032,20.0,50.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1033,20.0,100.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1034,20.0,100.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1035,20.0,100.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1036,20.0,100.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1037,20.0,100.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1038,20.0,100.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1039,20.0,100.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1040,20.0,100.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1041,20.0,100.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1042,20.0,100.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1043,20.0,100.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1044,20.0,100.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1045,20.0,150.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1046,20.0,150.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1047,20.0,150.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1048,20.0,150.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1049,20.0,150.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1050,20.0,150.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1051,20.0,150.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1052,20.0,150.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1053,20.0,150.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1054,20.0,150.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1055,20.0,150.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1056,20.0,150.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1057,20.0,300.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1058,20.0,300.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1059,20.0,300.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1060,20.0,300.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1061,20.0,300.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1062,20.0,300.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1063,20.0,300.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1064,20.0,300.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1065,20.0,300.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1066,20.0,300.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1067,20.0,300.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1068,20.0,300.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1069,20.0,500.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1070,20.0,500.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1071,20.0,500.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1072,20.0,500.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1073,20.0,500.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1074,20.0,500.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1075,20.0,500.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1076,20.0,500.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1077,20.0,500.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1078,20.0,500.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1079,20.0,500.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1080,20.0,500.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1081,20.0,1000.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1082,20.0,1000.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1083,20.0,1000.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1084,20.0,1000.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1085,20.0,1000.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1086,20.0,1000.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1087,20.0,1000.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1088,20.0,1000.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1089,20.0,1000.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1090,20.0,1000.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1091,20.0,1000.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1092,20.0,1000.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1093,20.0,2000.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1094,20.0,2000.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1095,20.0,2000.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1096,20.0,2000.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1097,20.0,2000.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1098,20.0,2000.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1099,20.0,2000.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1100,20.0,2000.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1101,20.0,2000.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1102,20.0,2000.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1103,20.0,2000.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1104,20.0,2000.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1105,40.0,5.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1106,40.0,5.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1107,40.0,5.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1108,40.0,5.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1109,40.0,5.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1110,40.0,5.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1111,40.0,5.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1112,40.0,5.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1113,40.0,5.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1114,40.0,5.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1115,40.0,5.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1116,40.0,5.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1117,40.0,10.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1118,40.0,10.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1119,40.0,10.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1120,40.0,10.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1121,40.0,10.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1122,40.0,10.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1123,40.0,10.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1124,40.0,10.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1125,40.0,10.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1126,40.0,10.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1127,40.0,10.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1128,40.0,10.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1129,40.0,20.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1130,40.0,20.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1131,40.0,20.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1132,40.0,20.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1133,40.0,20.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1134,40.0,20.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1135,40.0,20.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1136,40.0,20.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1137,40.0,20.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1138,40.0,20.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1139,40.0,20.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1140,40.0,20.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1141,40.0,50.0,0.05,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1142,40.0,50.0,0.1,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1143,40.0,50.0,0.2,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1144,40.0,50.0,0.3,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1145,40.0,50.0,0.4,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1146,40.0,50.0,0.5,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1147,40.0,50.0,0.6,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1148,40.0,50.0,0.7,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1149,40.0,50.0,0.8,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1150,40.0,50.0,0.9,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1151,40.0,50.0,0.95,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1152,40.0,50.0,1.0,supplementary_NQ_experiment_large.csv,
supplementary_NQ_experiment_large_1153,40.0,100.0,0.05,supplementary_NQ_experiment_large.csv,
